id,old,new,procedure_ref
A9-0083/2022-17,"1. Every Union citizen from 16 years of age, including persons with disabilities regardless of their legal capacity, shall have the right to vote in elections to the European Parliament without prejudice to existing constitutional orders establishing a minimum voting age of 18 or 17 years of age.","1. While respecting internal constitutional orders and without prejudice to existing national legislations, Member States may introduce the right to vote in elections to the European Parliament for every Union citizen from 16 years of age, including persons with disabilities regardless of their legal capacity.",2020/2220(INL)
A9-0083/2022-18,"The right to stand as a candidate 1. Every Union citizen from 18 years of age shall have the right to stand as a candidate for the elections to the European Parliament in either a national constituency or in the Union-wide constituency, or in both.  2. No Union citizen entitled to stand as a candidate shall stand as a candidate in more than one national constituency nor appear on more than one list for a national constituency or more than in one Union- wide list in any election of the European Parliament.",The right to stand as a candidate 1. Every Member State may determine the minimum age for Union citizens to stand as a candidate for the elections to the European Parliament.    2. No Union citizen entitled to stand as a candidate shall stand as a candidate in more than one national constituency nor appear on more than one list for a national constituency in any election of the European Parliament.,2020/2220(INL)
A9-0083/2022-19,"1. Member States shall provide for postal voting in elections to the European Parliament, including for citizens living in a third country, and shall adopt measures that ensure that postal voting is accessible, in particular for persons with disabilities. Member States shall adopt all necessary measures to ensure the reliability and secrecy of the vote, and the protection of personal data in accordance with applicable Union law.","1. While respecting internal constitutional orders and without prejudice to existing national legislations, Member States may provide for postal voting in elections to the European Parliament, including for citizens living in a third country, and adopt measures that ensure that postal voting is accessible, in particular for persons with disabilities. In the event of postal voting, Member States shall adopt all necessary measures to ensure the reliability and secrecy of the vote, and the protection of personal data in accordance with applicable Union law.",2020/2220(INL)
A9-0083/2022-20,"Establishment of the national electoral rolls and European electoral roll 1. For the purpose of detecting and avoiding double voting in the elections to the European Parliament, the deadline for the establishment of the electoral roll in each Member State shall be no later than fourteen weeks before the Election day as referred to in Article 19(1). Errors in the electoral roll may be corrected until Election day.  2. For the purpose of establishing the European electoral roll, the competent national authorities shall provide the European Electoral Authority with all necessary data in accordance with Article 18. The criteria to be registered in the national roll shall be regulated by national provisions. 3. The Commission shall adopt implementing acts laying down the technical requirements, including the format and data to be provided for the establishment of the European electoral roll for the implementation of paragraph 2 of this Article. Those implementing acts shall be adopted in accordance with the advisory procedure referred to in Article 29.","Establishment of the national electoral rolls  1. For the purpose of detecting and avoiding double voting in the elections to the European Parliament, the deadline for the establishment of the electoral roll in each Member State shall be no later than fourteen weeks before the Election day as referred to in Article 19(1). Errors in the electoral roll may be corrected until Election day.  2. For the purpose of establishing the national electoral rolls, the competent national authorities shall collect all necessary data in accordance with Article 18. The criteria to be registered in the national roll shall be regulated by national provisions.  3. The Commission shall adopt implementing acts laying down the technical requirements, including the format and data to be provided for the establishment of the national electoral rolls for the implementation of paragraph 2 of this Article. Those implementing acts shall be adopted in accordance with the advisory procedure referred to in Article 29.",2020/2220(INL)
A9-0083/2022-21,"1. All political parties, associations of voters, electoral alliances and European electoral entities participating in elections to the European Parliament shall observe democratic procedures, transparency and gender equality, through measures that aim to ensure that all eligible persons have an equal opportunity to be elected, and a composition of the European Parliament that reflects the diversity of the European Union, when selecting their candidates for election to the European Parliament. Gender equality shall be reached depending on the Member States electoral systems and in any event in the Union- wide constituency by the use of zipped lists or quotas, without infringing on the rights of non-binary people.","1. All political parties, associations of voters, electoral alliances and European electoral entities participating in elections to the European Parliament shall observe democratic procedures, transparency and gender equality, through measures that aim to ensure that all eligible persons have an equal opportunity to be elected, and a composition of the European Parliament that reflects the diversity of the European Union, when selecting their candidates for election to the European Parliament. Member States shall ensure equal opportunity in the national constituencies and in the formation of electoral lists.",2020/2220(INL)
A9-0083/2022-22,"2. No later than 12 weeks before the Election day, the European electoral entities shall provide the European Electoral Authority with a document establishing that all the candidates consent to their inclusion in the Union-wide list. That document shall include the candidates’ full names and their identity card or passport numbers. It shall be signed by the candidates and shall indicate the date and place of signature.","2. No later than 12 weeks before the Election day, the European electoral entities shall provide the relevant national authorities with a document establishing that all the candidates consent to their inclusion in the electoral list. That document shall include the candidates’ full names and their identity card or passport numbers. It shall be signed by the candidates and shall indicate the date and place of signature.",2020/2220(INL)
A9-0083/2022-23,"Electoral system 1. Elections shall be by direct universal suffrage and shall be equal, free and secret. Each voter shall have two votes, one to elect the members of the European Parliament in the national constituencies and one to elect members of the European Parliament in the Union-wide constituency.  2. Members of the European Parliament shall be elected as representatives of the Union citizens on the basis of proportional representation, in the national constituencies and in the Union- wide constituency. 3. In the national constituencies, members of the European Parliament shall be elected using any national system of proportional representation commonly used by the Member States. 4. In the Union-wide constituency, members of the European Parliament shall be elected using the closed list system.","Electoral system 1. Elections shall be by direct universal suffrage and shall be equal, free and secret. Each voter shall vote to elect the members of the European Parliament in the national constituencies of the Member State where they are nationals or resident.    2. Members of the European Parliament shall be elected as representatives of the Union citizens on the basis of proportional representation, in the national constituencies.  3. In the national constituencies, members of the European Parliament shall be elected using any national system of proportional representation commonly used by the Member States.",2020/2220(INL)
A9-0083/2022-24,"Vacancies 1. A seat shall fall vacant when the mandate of a member of the European Parliament ends as a result of that member’s resignation or death, or due to the withdrawal of his or her mandate.  2. In the event of death, resignation, or withdrawal of the mandate of a member of the European Parliament elected in the Union-wide constituency, the President of the European Parliament shall immediately inform the European Electoral Authority. The vacancy shall be filled by the next candidate in the list of candidates in which the member who has died, resigned or withdrawn was originally elected. 3. Subject to the other provisions of this Regulation, each Member State shall lay down appropriate procedures for filling any seat which falls vacant during the parliamentary term, for the remainder of that period.  4. Where the law of a Member State makes explicit provision for the withdrawal of the mandate of a member of the European Parliament, that mandate shall end pursuant to those legal provisions. The competent national authorities shall inform the European Parliament thereof. 5. Where a seat falls vacant as a result of resignation or death, the President of the European Parliament shall immediately inform the competent authorities of the Member State concerned and the European Electoral Authority thereof.    6. Where Parliament declares a vacancy of a seat of a member elected from the Union-wide constituency, the President shall inform the European Electoral Authority thereof and invite it to fill the seat for the remainder of the mandate without delay.Vacancies of seats of members of the European Parliament elected from the Union-wide constituency shall be filled by the next candidate in the relevant list, according to the order of precedence. 7. The Parliament may, at the request of the member concerned, and with the agreement of the Member State concerned or the European Electoral Authority, propose a temporary replacement of the concerned member in case of maternity, paternity or parental leave or in the case of leave due to a severe illness.  When a seat falls temporarily vacant for any of the reasons set out in the first subparagraph the member concerned shall be temporarily replaced for a period of 16 weeks by the next candidate on the relevant list, who may decide whether or not to fill the vacancy. A refusal to fill the vacancy does not entail the loss of the position in the relevant list for future vacancies. The 16 weeks’ period may be renewed.","Vacancies 1. A seat shall fall vacant when the mandate of a member of the European Parliament ends as a result of that member’s resignation or death, or due to the withdrawal of his or her mandate.  2. In the event of death, resignation, or withdrawal of the mandate of a member of the European Parliament elected in a national constituency, the President of the European Parliament shall immediately inform the competent electoral authority. The vacancy shall be filled by the next candidate in the list of candidates in which the member who has died, resigned or withdrawn was originally elected. 3. Subject to the other provisions of this Regulation, each Member State shall lay down appropriate procedures for filling any seat which falls vacant during the parliamentary term, for the remainder of that period.  4. Where the law of a Member State makes explicit provision for the withdrawal of the mandate of a member of the European Parliament, that mandate shall end pursuant to those legal provisions. The competent national authorities shall inform the European Parliament thereof. 5. Where a seat falls vacant as a result of resignation or death, the President of the European Parliament shall immediately inform the competent authorities of the Member State concerned and invite them to fill the seat for the remainder of the mandate without delay, according to the relevant legislation.              7. The Parliament may, at the request of the member concerned, and with the agreement of the Member State concerned and the relevant electoral authority, propose a temporary replacement of the concerned member in case of maternity, paternity or parental leave or in the case of leave due to a severe illness.  When a seat falls temporarily vacant for any of the reasons set out in the first subparagraph the member concerned shall be temporarily replaced for a period of 16 weeks by the next candidate on the relevant list, who may decide whether or not to fill the vacancy. A refusal to fill the vacancy does not entail the loss of the position in the relevant list for future vacancies. The 16 weeks’ period may be renewed.",2020/2220(INL)
A9-0025/2022-2,"H. whereas prostitution is a serious form of violence and exploitation that mostly affects women and children; whereas the root causes of prostitution are bound up with socio-economic phenomena such as unemployment, economic hardship and poverty; whereas the Member States need to increase funding for social support and access to public services for victims of trafficking and sexual exploitation, with psychological and social support from specialists, and to introduce social and economic policies designed to help vulnerable women and girls to leave prostitution, in particular by securing them jobs that actually lead to their social inclusion;","H. whereas sexual exploitation is a serious form of violence that mostly affects women and girls; whereas the EU needs to support partner countries in order for them to increase funding for social support and access to services for victims of trafficking and sexual exploitation, with psychological and social support from specialists, and to introduce specialised services dedicated to the full social and economic inclusion of vulnerable women and girls to free them from sexual exploitation;",2021/2003(INI)
A9-0021/2022-1,NULL,Ja. whereas Parliament is unfortunately still a showcase for horizontal segregation; whereas its sociocultural portfolios are mainly assigned to women and most of the members of its economic-related committees are men;,2021/2039(INI)
A9-0021/2022-2,NULL,"Jb. whereas of Parliament’s 20 committees, only two have more women than men: FEMM and the Committee on Employment and Social Affairs; whereas women only account for 19.5 % and 24 % of the members of the Committee on Constitutional Affairs and the Committee on Budgets respectively;",2021/2039(INI)
A9-0021/2022-3,NULL,"Jc. whereas even in committees that have achieved gender parity, male members are often given responsibility for most of the political or legislative reports;",2021/2039(INI)
A9-0021/2022-4,NULL,"Jd. whereas Parliament’s Rules of Procedure do not call for gender parity in committee bureaux; whereas as a consequence, following the mid-mandate elections, only 11 out of 27 committees are chaired by women, while 53 vice- chairs are male and only 39 are female;",2021/2039(INI)
A9-0021/2022-5,"3. Welcomes the increasing number of women involved in politics, but stresses that we are far from reaching gender parity and that women with a public profile, such as politicians and activists, are often the target of harassment with the intention to discourage their presence in public life and decision-making spheres; stresses that no feminist legislation or policies that aim to achieve gender equality in all areas can be designed without the presence of women in the decision-making process; recalls the importance of having a gender-responsive working environment to improve the representation of women at all levels of Parliament;","3. Welcomes the increasing number of women involved in politics, but stresses that we are far from reaching gender parity and that women with a public profile, such as politicians and activists, are often the target of harassment with the intention to discourage their presence in public life and decision-making spheres; stresses that no feminist legislation or policies that aim to achieve gender equality in all areas can be designed without the presence of women in the decision-making process; recalls the importance of having a gender-responsive working environment to improve the representation of women at all levels of Parliament, including in political groups and MEPs’ offices;",2021/2039(INI)
A9-0021/2022-6,NULL,8a. Suggests that a rule be introduced stipulating that the candidates proposed by each EU political party or each coalition of national parties or movements for the position of Commission President should be a male-female duo;,2021/2039(INI)
A9-0021/2022-7,NULL,12a. Proposes that the post of President of the European Parliament be held jointly by a woman and a man;,2021/2039(INI)
A9-0021/2022-8,"14. Requests that measures to tackle horizontal segregation be put in place to ensure gender balance in different committees and put an end to the gendered concentration of portfolios, whereby areas with a higher proportion of women are less valued;","14. Requests that measures to tackle horizontal segregation be put in place to ensure gender balance in different committees and put an end to the gendered concentration of portfolios, whereby areas with a higher proportion of women are less valued; considers, to that end, that a few specific changes to the Rules of Procedure could do a lot to bring about greater parity; proposes, for instance, a requirement for at least 25 % of members to be from the underrepresented gender in order to be able to set up a committee, as a transitional step towards a better gender balance;",2021/2039(INI)
A9-0021/2022-9,NULL,"14a. Notes that on average, female members are younger; proposes that the rule of the oldest be replaced by the rule of the youngest, so that in the event of a tie, the youngest candidate is proclaimed elected rather than the oldest;",2021/2039(INI)
A9-0021/2022-10,NULL,"15a. Strongly encourages political groups to jointly appoint a woman and a man as co-chairs; proposes, therefore, that a requirement to designate joint male and female chairs as the heads of political groups be incorporated into Rule 33(5) of the Rules of Procedure as a condition for the establishment of a political group; emphasises that this change would simply entail the inclusion of the names of the two co-chairs in the declaration of the establishment of the group, in addition to the name of the group, the political declaration setting out the aims of the group, and the names of its members and the members of its bureau;",2021/2039(INI)
A9-0021/2022-11,NULL,27a. Calls on the Conference of Presidents to take the gender parity criterion into account if the political groups fail to reach an agreement on their proportional representation in one or more parliamentary committees (procedure outlined in Rule 209(2) of the Rules of Procedure);,2021/2039(INI)
A9-0021/2022-12,NULL,"53a. Underlines the importance of the proper translation of vocabulary linked to gender equality into all the EU languages; recommends using inclusive language as much as possible in official publications, documents and legislation;",2021/2039(INI)
A9-0021/2022-13,"12. Welcomes the fully gender- balanced Bureau of Parliament with 8 female Vice-Presidents out of 14 and 2 female Quaestors out of 5; notes, however, that only 3 out of 7 of Parliament’s political groups have women as chairs or co-chairs, 11 out of 27 committees are currently chaired by women and 13 out of 44 delegation chairs are women; calls for gender balance in the leadership of committees, delegations and political groups to be improved; welcomes the amendment to Rule 213(1) of Parliament’s Rules of Procedure requiring the bureau of each committee to be gender balanced; regrets, however, that this amendment will enter into force only at the opening of the first part-session following Parliament’s next elections, due to be held in 2024;","12. Welcomes the fully gender- balanced Bureau of Parliament with 8 female Vice-Presidents out of 14 and 2 female Quaestors out of 5; notes, however, that only 3 out of 7 of Parliament’s political groups have women as chairs or co-chairs, 8 out of 25 committees are currently chaired by women and 15 out of 43 delegation chairs are women; calls for gender balance in the leadership of committees, delegations and political groups to be improved; welcomes the amendment to Rule 213(1) of Parliament’s Rules of Procedure requiring the bureau of each committee to be gender balanced; regrets, however, that this amendment will enter into force only at the opening of the first part-session following Parliament’s next elections, due to be held in 2024;",2021/2039(INI)
A9-0021/2022-14,"4. Notes the lack of quantitative and qualitative data on gender mainstreaming within the EU institutions beyond data on the number of women in different positions; calls, therefore, for the compiling of comprehensive gender statistics and commits to creating qualitative indicators on gender equality to collect additional gender-disaggregated data in order to continue improving gender equality;",4. Questions the need to gather data on gender mainstreaming; stresses that quantitative and qualitative data on gender mainstreaming or any other specific issue should always be read in its full context in order to ensure that they are correctly interpreted;,2021/2039(INI)
A9-0021/2022-15,"8. Calls for an even stronger structured cooperation between all EU institutions in applying gender mainstreaming in order to better achieve gender equality; believes that Parliament and the political groups should join forces to improve gender equality and fight against anti-feminist and anti-gender movements, which are also always anti- democratic, both in Europe and worldwide;","8. Calls for structured cooperation between all EU institutions in applying gender mainstreaming in order to achieve equality between men and women; believes that Parliament and the political groups should maintain a cooperative approach to addressing this issue, in accordance with their different perspectives on the topic;",2021/2039(INI)
A9-0021/2022-16,"13. Calls for gender balance to be ensured at all levels of plenary, committee and delegation work, including when appointing coordinators, rapporteurs and shadow rapporteurs and when distributing speaking time; calls for Parliament’s Rules of Procedure to be amended accordingly; highlights the need to ensure that parity is met, especially with regard to the governance of co-chaired bodies and the distribution of shared responsibilities, such as with the appointment of co- rapporteurs or co-shadow-rapporteurs;","13. Calls for competence, dedication and skills to be prioritised at all levels of plenary, committee and delegation work, including when appointing coordinators, rapporteurs and shadow rapporteurs and when distributing speaking time; calls for Parliament’s Rules of Procedure to be amended accordingly;",2021/2039(INI)
A9-0028/2022-1,"H. Whereas Bulgaria, Cyprus and Malta currently have legislation in place enabling CBI schemes to operate; whereas the Bulgarian government has tabled legislation to end its CBI scheme; whereas the Cypriot government announced on 13 October 2020 that it would suspend its CBI scheme, only processing applications received before November 2020; whereas some other Member States also reward big investors with citizenship, using extraordinary procedures;","H. Whereas Bulgaria, Cyprus and Malta currently have legislation in place enabling CBI schemes to operate; whereas the Bulgarian government has tabled legislation to end its CBI scheme; whereas the Cypriot government announced on 13 October 2020 that it would suspend its CBI scheme; whereas the Cypriot government has announced the completion of the examination of all pending applications for Cypriot citizenship before November 2020; whereas some other Member States also reward big investors with citizenship, using extraordinary procedures;",2021/2026(INL)
A9-0028/2022-2,"8. Notes that three Member States have legislation in place enabling CBI schemes, namely Bulgaria (although a legislative proposal has been tabled by the Bulgarian government to end its CBI scheme), Cyprus (currently only processing applications submitted prior to November 2020) and Malta, and that 12 Member States have RBI schemes, all with diverging amounts and options of investment and with diverging standards of checks and procedures; regrets that that divergence could trigger a competition for applicants among Member States and risks creating a race to the bottom in terms of lowering vetting standards and decreasing due diligence to increase the uptake of the schemes20 ; _________________  20 EPRS EAVA Study, p. 57; Preventing abuse of residence by investment schemes to circumvent the CRS, OECD, 19 February 2018","8. Notes that three Member States have legislation in place enabling CBI schemes, namely Bulgaria (although a legislative proposal has been tabled by the Bulgarian government to end its CBI scheme), Cyprus and Malta, and that 12 Member States have RBI schemes, all with diverging amounts and options of investment and with diverging standards of checks and procedures; regrets that that divergence could trigger a competition for applicants among Member States and risks creating a race to the bottom in terms of lowering vetting standards and decreasing due diligence to increase the uptake of the schemes20 ;   _________________  20 EPRS EAVA Study, p. 57; Preventing abuse of residence by investment schemes to circumvent the CRS, OECD, 19 February 2018",2021/2026(INL)
A9-0028/2022-3,NULL,"22 a. Welcomes the commitment announced by the Member States to take measures to limit the sale of citizenship to Russians connected to the Russian government; calls upon all Member States to stop operating their CBI and RBI schemes for all Russian applicants with immediate effect; urges Member States to reassess all approved applications from Russian nationals over the past few years, exploiting all possibilities under national and Union law to ensure that no Russian individual with financial, business or other links to the Putin regime retains his or her citizenship and residency rights or that such individuals are temporarily blocked from exercising those rights; calls on the Commission to verify such reassessments carried out by Member States and to urgently present a legislative proposal to completely ban CBI schemes and to ban RBI schemes for Russian nationals subject to targeted measures;",2021/2026(INL)
A9-0291/2022-1,"3. Stresses the need for a common, broader and more appropriate definition of small-scale, artisanal and coastal fisheries; stresses that such a definition should be pragmatic, measureable and clear; also emphasises that the definition should result from an appropriate assessment, taking into account the characteristics and criteria of the SSF segment other than vessel length, in order to bring the EU definition of SSF into line with the reality of the segment, as is already the case with the existing definitions included within certain international conventions such as the International Commission for the Conservation of Atlantic Tunas (ICCAT) or the General Fisheries Commission for the Mediterranean (GFCM);","3. Stresses that small-scale coastal fishing is carried out by marine and inland fishing vessels of an overall length of less than 12 metres and not using towed fishing gear, and by fishers on foot, including shellfish gatherers, and that the sector accounts for 76 % of all active fishing vessels registered in the EU and half of the engaged crew members; highlights that operators from small-scale coastal fisheries are particularly dependent on healthy fish stocks for their main source of income; highlights furthermore that the importance of this fleet segment has been recognised in the EMFAF through a clear and long- standing definition, as well as an increased aid intensity rate, and that Member States should take into account the specific needs of small-scale coastal fishing in their programmes;",2021/2056(INI)
A9-0012/2022-1,NULL,"1(h)a. condemn the policy whereby state- controlled Russian energy companies create an incentive structure for policies that lead to further EU dependence on Russian energy exports and the possibility of blackmail through the appointment of former EU politicians to highly paid positions; call on the German Government, in this regard, to freeze all the European assets of its former chancellor, Gerhard Schroeder, who was recently appointed to the board of Gazprom, unless Mr Schroeder steps down from all his duties at Russian energy companies; call for the same treatment for former Austrian Chancellor Wolfgang Schüssel, Austrian Foreign Affairs Minister Karin Kneissl, former Finnish Prime Minister Paavo Lipponen and former French Prime Minister François Fillon;",2021/2066(INI)
A9-0012/2022-2,NULL,"1(m)a. recognise that development aid is often misused in some countries and contributes to a rise in corruption and failure to achieve good governance and sustainable development; call for the EU institutions and delegations to work towards healthier cooperation between the EU and African countries on the basis of equal partnership, instead of aid dependency, and pay more attention to linking the remaining aid with the fulfilment of necessary parameters and prerequisites by the governments of the receiving countries and, where possible, to switch from filling budget gaps to providing incentives for growth and building trade capabilities and entrepreneurship;",2021/2066(INI)
A9-0291/2022-3,"18. Underlines that in certain regions, the majority of the SSF sector is dependent on fuel subsidies; warns that the Commission’s proposal for a Council directive restructuring the Union framework for the taxation of energy products and electricity (COM(2021)0563), by ending the current mandatory exemption for the fishing sector and introducing a minimum rate of taxation, puts at risk the viability of the majority of the SSF segment, which cannot make long voyages in order to refuel in ports with lower prices; calls on the Commission and Member States to ensure equal conditions at international level and therefore continue to exempt the fishing industry from fuel taxation; stresses that any new approach should not result in a burden for SSF and should focus on alternative solutions that allow the sector to combine a just transition towards the goals set in the Green Deal with the ability to thrive economically and guarantee decent conditions for its workers; considers, in that regard, and given the current extraordinary inflation of fuel prices, that extraordinary measures could be envisaged by the Member States to provide aid to the small-scale, coastal and artisanal fisheries segment for the expected rising production costs, in particular within the scope of the EMFAF and the national operational programmes;","18. Underlines that in certain regions, the majority of the SSF sector is dependent on fuel subsidies; warns that the Commission’s proposal for a Council directive restructuring the Union framework for the taxation of energy products and electricity (COM(2021)0563), by ending the current mandatory exemption for the fishing sector and introducing a minimum rate of taxation, would primarily affect the large- scale fleet, for which fuel subsidies are particularly beneficial, thereby reducing its competitive advantage in comparison with small-scale fisheries; underlines that the impact that ending this exemption would have on the viability of the majority of the SSF segment, which cannot make long voyages in order to refuel in ports with lower prices, should be absorbed by Member States through support measures, to be financed in part using the revenues obtained through fuel taxation in the fisheries sector; calls on the Commission and Member States to ensure equal conditions at international level and therefore continue to exempt the fishing industry from fuel taxation; stresses that any new approach should not result in a burden for SSF and should focus on alternative solutions to ensure the sector’s decarbonisation and combine a just transition towards the goals set in the Green Deal with the ability to thrive economically and guarantee decent conditions for its workers; considers, in that regard, and given the current extraordinary inflation of fuel prices, that extraordinary measures could be envisaged by the Member States to provide aid to the small-scale, coastal and artisanal fisheries segment for the expected rising production costs, in particular within the scope of the EMFAF and the national operational programmes;",2021/2056(INI)
A9-0071/2022-2,NULL,"Ea. whereas Christians are the most persecuted religious group in the world, constituting 80 % of all persecuted religious believers; whereas such persecution ranges from routine discrimination in education, employment and social life, through to limitations on all forms of expression and even physical attacks against Christian communities, which come close to meeting the international definition of genocide adopted by the UN;",2021/2055(INI)
A9-0071/2022-3,NULL,"7a. Underlines the need to pay special attention to the situation of persecuted Christians around the world, who make up the vast majority of religious groups facing discrimination, violence and death;",2021/2055(INI)
A9-0056/2022-174,"     According to Rule 59.2 of the Rules of Procedure, this rejection of tabled on behalf of the ECR group.",The European Parliament rejects the Commission proposal.  Or. enJustification  the draft legislative act is,2021/0050(COD)
A9-0252/2022-10,NULL,"— having regard to Amnesty International’s report on Libya entitled ‘No one will look for you: Forcibly returned from sea to abusive detention in Libya’ published on 15 July 2021,",2021/2064(INI)
A9-0252/2022-11,"A. whereas over the past decade, deep divisions and confrontations between major Libyan stakeholders, further exacerbated by interference from foreign actors, has led to continuous power struggles and significantly hindered the national reconciliation process;","A. whereas over the past decade, deep divisions and confrontations between major Libyan stakeholders, further exacerbated by interference from foreign actors, including EU Member States, has led to continuous power struggles and significantly hindered the national reconciliation process;",2021/2064(INI)
A9-0252/2022-12,Z. whereas the EU Border Assistance Mission in Libya (EUBAM Libya) has since 2013 supported the Libyan authorities in developing border management and security in Libya; whereas EUBAM Libya has been extended until 30 June 2023;,"Z. whereas the EU Border Assistance Mission in Libya (EUBAM Libya) has since 2013 supported the Libyan forces in developing border management and security in Libya; whereas EUBAM Libya has been extended until 30 June 2023; whereas thousands of people have died attempting to cross the Mediterranean Sea to reach Europe; whereas UN bodies, among others, have documented in detail violations of the principle of non- refoulement by the Libyan authorities against people attempting to escape Libya by sea;",2021/2064(INI)
A9-0252/2022-13,"AB. whereas on 15 January 2021, Irini and the European Border and Coast Guard Agency (Frontex) signed a working arrangement whereby they will, inter alia, exchange information on cross-border crime such as arms trafficking and human smuggling; whereas Frontex exchanges information on actual or potential situations of distress at sea in the Libyan search and rescue (SAR) region with the relevant authorities and coordination centres, including the Italian, Maltese and Tunisian marine rescue coordination centres (MRCCs), as well as the Libyan MRCC and joint rescue coordination centre, financed by the EU through the EUTF and operated by the Libyan coastguard and navy;","AB. whereas on 15 January 2021, Irini and the European Border and Coast Guard Agency (Frontex) signed a working arrangement whereby they will, inter alia, exchange information on cross-border crime such as arms trafficking and human smuggling; whereas Frontex exchanges information on actual or potential situations of distress at sea in the Libyan search and rescue (SAR) region with the relevant authorities and coordination centres, including the Italian, Maltese and Tunisian marine rescue coordination centres (MRCCs), as well as the Libyan MRCC and joint rescue coordination centre, financed by the EU through the EUTF and operated by the Libyan coastguard and navy; whereas, according to the VP/HR, the Libyan MRCC is not yet operational1and the sharing of information on situations of distress is therefore not in line with the International Convention for the Safety of Life at Sea (SOLAS); whereas information seems to be shared only in order for the Libyan authorities to organise pull-backs; ___________________  1a https://www.europarl.europa.eu/doceo/d ocument/E-9-2022-003014-ASW_EN.html",2021/2064(INI)
A9-0252/2022-14,"AG. whereas migrants, refugees and asylum seekers are victims of widespread and systematic human rights violations such as human trafficking, arbitrary arrest, detention, extortion, rape, enslavement, and kidnapping for blackmail and exploitation, by both state authorities and armed groups;","AG. whereas migrants, refugees and asylum seekers are victims of widespread and systematic human rights violations such as human trafficking, arbitrary arrest, detention, extortion, rape, enslavement, and kidnapping for blackmail and exploitation, by both state authorities and armed groups; whereas the Amnesty International report published on 15 July 2021 denounced extremely serious human rights violations in Libya, stating that the European Union was largely responsible for the conditions in the camps; whereas this report claims that the conditions are ‘not an accident, but the deliberate result of a system supported by the EU’ aimed at preventing people from fleeing across the Mediterranean Sea at all costs; whereas the EU is therefore not complying with the requirement under international law to take people in distress to a safe harbour;",2021/2064(INI)
A9-0252/2022-15,NULL,"(f)a ensure that the UN arms embargo on Libya and Council Common Position 2008/944/CFSP are upheld, including in respect of arms transfers to third countries directly involved in the conflict in Libya;",2021/2064(INI)
A9-0252/2022-16,"(s) ensure adequate resources for SAR activities along the central Mediterranean Sea route, including proactive maritime and aerial patrolling by the EU and its Member States, in order to guarantee the full protection of people’s life and dignity; ensure that private vessels conducting SAR activities comply with relevant international and EU law, and cooperate with the competent authorities of Member States and Frontex in order to safeguard the safety of people in distress at sea; ensure that migrants rescued at sea are disembarked in places of safety, and that southern Member States are not left alone to carry the responsibility of disembarkation and reception;","(s) ensure adequate resources for SAR activities along the central Mediterranean Sea route, including proactive maritime and aerial patrolling by the EU and its Member States, in order to guarantee the full protection of people’s life and dignity; ensure that private vessels conducting SAR activities comply with relevant international and EU law, and cooperate with the competent authorities of Member States and Frontex in order to safeguard the safety of people in distress at sea; ensure that migrants rescued at sea are disembarked in places of safety, and that southern Member States are not left alone to carry the responsibility of disembarkation and reception; stop the funding, training of and technical support for the so-called Libyan coast guard, which has served exclusively to ensure pull-backs and prevent the arrival of refugees; suspend all cooperation with the so-called Libyan coast guard until firm guarantees of human rights compliance are in place;",2021/2064(INI)
A9-0252/2022-17,"(t) mobilise adequate EU funds based on reviews of previous programmes in the country under the Neighbourhood, Development and International Cooperation Instrument (NDICI) – Global Europe to support Libyan democratisation efforts and projects aimed at strengthening the rule of law and good governance, improving Libya’s public service delivery capacities, supporting decentralisation efforts, fostering stabilisation in the country, supporting civil society organisations, strengthening social inclusion and fighting inequalities, promoting gender equality and the empowerment of women and young people, strengthening Libya’s health system, fighting climate change and promoting the concept of human security and inclusive, equitable and sustainable growth; provide technical assistance to these projects and ensure their implementation by international institutions and non-governmental organisations with experience operating in Libya; ensure that these projects are in line with the priorities of the New Agenda for the Mediterranean and the UN 2030 Agenda and are compliant with the criteria of the Development Assistance Committee of the Organisation for Economic Co- operation and Development; guarantee that all EU funds under the NDICI – Global Europe are conditional on the respect for human rights and international law, and that Parliament has adequate power to scrutinise their use and ensure accountability;","(t) mobilise adequate EU funds based on reviews of previous programmes in the country under the Neighbourhood, Development and International Cooperation Instrument (NDICI) – Global Europe to support Libyan democratisation efforts and projects aimed at strengthening the rule of law and good governance, improving Libya’s public service delivery capacities, supporting decentralisation efforts, fostering stabilisation in the country, supporting civil society organisations, strengthening social inclusion and fighting inequalities, promoting gender equality and the empowerment of women and young people, strengthening Libya’s health system, fighting climate change and promoting the concept of human security and inclusive, equitable and sustainable growth, while ensuring that these funds are not used for border reinforcement with a view to organising pull-backs, refoulement or other forms of containment of migratory flows; provide technical assistance to these projects and ensure their implementation by international institutions and non- governmental organisations with experience operating in Libya; ensure that these projects are in line with the priorities of the UN 2030 Agenda and are compliant with the criteria of the Development Assistance Committee of the Organisation for Economic Co-operation and Development; guarantee that all EU funds under the NDICI – Global Europe are conditional on the respect for human rights and international law, and that Parliament has adequate power to scrutinise their use and ensure accountability;",2021/2064(INI)
